customer_city,order_purchase_year,order_purchase_week,total_freight_charges
Americana,2017,51,13.64
Americana,2017,7,26.95
Americana,2018,1,93.16
Americana,2018,10,64.42
Americana,2018,11,66.42
Americana,2018,12,58.39
Americana,2018,13,70.1
Americana,2018,14,68.73
Americana,2018,15,57.68000000000001
Americana,2018,16,97.75
Americana,2018,17,44.58
Americana,2018,18,86.81
Americana,2018,19,110.46
Americana,2018,20,49.03
Americana,2018,21,16.83
Americana,2018,22,40.9
Americana,2018,23,85.47999999999999
Americana,2018,24,20.38
Americana,2018,25,52.849999999999994
Americana,2018,26,41.18
Americana,2018,28,28.169999999999998
Americana,2018,29,107.32
Americana,2018,3,48.71
Americana,2018,30,33.379999999999995
Americana,2018,31,30.189999999999998
Americana,2018,32,59.09
Americana,2018,33,58.9
Americana,2018,34,37.51
Americana,2018,4,64.92
Americana,2018,5,57.06
Americana,2018,6,129.79
Americana,2018,7,23.810000000000002
Americana,2018,8,24.759999999999998
Americana,2018,9,34.05
Americano do Brasil,2017,17,21.47
Americano do Brasil,2018,14,15.1
Americo Brasiliense,2017,18,14.0
Americo Brasiliense,2017,29,16.24
Americo Brasiliense,2017,32,19.9
Americo Brasiliense,2017,39,13.33
Americo Brasiliense,2017,49,15.62
Americo Brasiliense,2018,27,10.96
Americo Brasiliense,2018,29,11.85
Americo Brasiliense,2018,3,11.85
Americo Brasiliense,2018,31,35.08
Americo Brasiliense,2018,33,11.85
Americo Brasiliense,2018,8,12.13
Ametista do Sul,2018,18,15.11
Amontada,2017,31,35.67
Amparo,2017,12,16.82
Amparo,2017,13,16.93
Amparo,2017,16,28.009999999999998
Amparo,2017,18,58.18000000000001
Amparo,2017,19,16.71
Amparo,2017,21,12.69
Amparo,2017,23,28.94
Amparo,2017,24,21.18
Amparo,2017,25,12.89
Amparo,2017,26,14.36
Amparo,2017,27,8.98
Amparo,2017,28,26.97
Amparo,2017,29,12.8
Amparo,2017,30,44.69
Amparo,2017,31,24.810000000000002
Amparo,2017,32,35.44
Amparo,2017,33,12.4
Amparo,2017,38,31.95
Amparo,2017,39,27.05
Amparo,2017,40,29.2
Amparo,2017,44,12.84
Amparo,2017,46,29.58
Amparo,2017,48,26.240000000000002
Amparo,2017,50,25.06
Amparo,2017,52,28.25
Amparo,2018,1,50.089999999999996
Amparo,2018,10,45.45
Amparo,2018,11,16.74
Amparo,2018,15,15.0
Amparo,2018,17,157.35999999999999
Amparo,2018,18,15.47
Amparo,2018,2,15.98
Amparo,2018,20,51.42
Amparo,2018,21,10.96
Amparo,2018,25,49.17
Amparo,2018,26,19.74
Amparo,2018,27,12.12
Amparo,2018,30,27.28
Amparo,2018,31,18.3
Amparo,2018,32,13.71
Amparo,2018,4,29.52
Amparo,2018,5,46.87
Amparo,2018,8,38.29
Amparo,2018,9,15.86
Amparo da Serra,2017,45,16.11
Ampere,2017,16,15.31
Ampere,2017,22,38.03
Ampere,2017,25,16.11
Ampere,2017,44,15.1
Ampere,2018,15,16.11
Ampere,2018,18,60.9
Ampere,2018,22,16.11
Ampere,2018,31,18.41
Ampere,2018,32,16.11
Ampere,2018,7,17.6
Anadia,2018,2,48.56
Anage,2018,11,33.58
Anajatuba,2018,7,18.69
Analandia,2017,36,14.14
Analandia,2018,1,14.51
Analandia,2018,8,18.11
Ananas,2017,27,31.53
Ananas,2017,35,25.96
Ananindeua,2017,11,17.63
Ananindeua,2017,13,25.04
Ananindeua,2017,15,17.63
Ananindeua,2017,17,19.06
Ananindeua,2017,20,47.43
Ananindeua,2017,21,28.04
Ananindeua,2017,22,30.72
Ananindeua,2017,23,53.53
Ananindeua,2017,25,22.98
Ananindeua,2017,27,17.63
Ananindeua,2017,29,44.67
Ananindeua,2017,32,88.97
Ananindeua,2017,34,18.39
Ananindeua,2017,35,22.88
Ananindeua,2017,37,26.89
Ananindeua,2017,39,44.349999999999994
Ananindeua,2017,40,45.31
Ananindeua,2017,41,68.96000000000001
Ananindeua,2017,45,90.75
Ananindeua,2017,47,171.71
Ananindeua,2017,48,144.31
Ananindeua,2017,49,103.44999999999999
Ananindeua,2017,5,118.71
Ananindeua,2017,51,60.01
Ananindeua,2018,10,110.97999999999999
Ananindeua,2018,12,45.35
Ananindeua,2018,13,79.44999999999999
Ananindeua,2018,14,93.55000000000001
Ananindeua,2018,16,30.33
Ananindeua,2018,17,29.49
Ananindeua,2018,18,148.98999999999998
Ananindeua,2018,19,21.15
Ananindeua,2018,2,59.07
Ananindeua,2018,20,46.78
Ananindeua,2018,22,43.28
Ananindeua,2018,24,44.04
Ananindeua,2018,25,32.94
Ananindeua,2018,26,37.06
Ananindeua,2018,29,95.47
Ananindeua,2018,3,109.84
Ananindeua,2018,30,17.63
Ananindeua,2018,31,161.69
Ananindeua,2018,32,337.07
Ananindeua,2018,33,17.63
Ananindeua,2018,34,19.53
Ananindeua,2018,4,41.06
Ananindeua,2018,5,25.08
Ananindeua,2018,6,82.15
Ananindeua,2018,7,50.59
Ananindeua,2018,8,43.68
Ananindeua,2018,9,109.59
Anapolis,2016,40,23.0
Anapolis,2017,10,15.1
Anapolis,2017,11,60.75000000000001
Anapolis,2017,12,109.52000000000001
Anapolis,2017,13,60.480000000000004
Anapolis,2017,14,15.1
Anapolis,2017,18,76.1
Anapolis,2017,20,82.86
Anapolis,2017,21,24.72
Anapolis,2017,22,33.34
Anapolis,2017,24,26.38
Anapolis,2017,25,15.1
Anapolis,2017,26,17.87
Anapolis,2017,27,25.61
Anapolis,2017,28,35.980000000000004
Anapolis,2017,29,18.29
Anapolis,2017,3,34.15
Anapolis,2017,30,45.03
Anapolis,2017,31,15.4
Anapolis,2017,32,35.6
Anapolis,2017,35,27.62
Anapolis,2017,36,69.50999999999999
Anapolis,2017,37,54.879999999999995
Anapolis,2017,39,50.18000000000001
Anapolis,2017,40,73.72
Anapolis,2017,43,52.56
Anapolis,2017,44,19.66
Anapolis,2017,46,22.93
Anapolis,2017,47,50.97
Anapolis,2017,48,37.81
Anapolis,2017,52,37.230000000000004
Anapolis,2017,6,50.56
Anapolis,2017,8,15.15
Anapolis,2017,9,25.51
Anapolis,2018,1,41.6
Anapolis,2018,12,45.58
Anapolis,2018,13,35.53
Anapolis,2018,14,100.3
Anapolis,2018,15,72.62
Anapolis,2018,16,19.07
Anapolis,2018,17,51.17
Anapolis,2018,18,17.78
Anapolis,2018,19,81.87
Anapolis,2018,2,157.61999999999998
Anapolis,2018,20,62.07000000000001
Anapolis,2018,21,22.06
Anapolis,2018,22,51.440000000000005
Anapolis,2018,23,55.38
Anapolis,2018,25,56.2
Anapolis,2018,28,54.88
Anapolis,2018,29,23.15
Anapolis,2018,30,30.830000000000002
Anapolis,2018,31,60.190000000000005
Anapolis,2018,32,86.09
Anapolis,2018,33,34.5
Anapolis,2018,34,17.63
Anapolis,2018,5,3.84
Anapolis,2018,6,55.68000000000001
Anapolis,2018,7,20.16
Anapolis,2018,8,18.44
Anapolis,2018,9,106.69
Anapu,2017,19,28.89
Anapu,2017,47,24.84
Anapu,2018,11,45.04
Anapu,2018,33,29.1
Anapurus,2017,34,36.15
Anastacio,2018,18,16.79
Anastacio,2018,5,17.05
Anaurilandia,2017,50,16.25
Anchieta,2017,11,20.31
Anchieta,2017,31,17.92
Anchieta,2017,34,17.78
Anchieta,2017,39,36.27
Anchieta,2017,45,17.84
Anchieta,2017,49,16.11
Anchieta,2017,50,0.92
Anchieta,2018,1,34.34
Anchieta,2018,12,16.95
Anchieta,2018,15,59.61
Anchieta,2018,2,15.32
Anchieta,2018,29,18.0
Anchieta,2018,33,19.82
Anchieta,2018,34,94.68
Anchieta,2018,5,21.89
Andira,2017,19,40.75
Andira,2017,24,17.34
Andira,2017,47,15.1
Andira,2017,48,33.64
Andira,2017,6,18.09
Andira,2017,8,15.1
Andira,2018,24,11.74
Andira,2018,31,34.2
Andira,2018,34,25.28
Andira,2018,9,25.42
Andorinha,2017,32,20.8
Andorinha,2017,49,15.22
Andorinha,2017,52,24.34
Andorinha,2018,20,18.54
Andorinha,2018,33,23.8
Andradas,2017,32,36.46
Andradas,2017,34,18.24
Andradas,2017,41,46.48
Andradas,2017,52,45.37
Andradas,2018,18,17.81
Andradas,2018,20,16.45
Andradas,2018,21,14.73
Andradas,2018,22,26.46
Andradas,2018,24,68.47
Andradas,2018,26,16.45
Andradas,2018,32,51.11
Andradas,2018,6,37.65
Andradas,2018,9,23.89
Andrade Pinto,2018,5,26.29
Andradina,2017,12,36.93
Andradina,2017,14,12.83
Andradina,2017,15,47.4
Andradina,2017,19,15.43
Andradina,2017,22,13.44
Andradina,2017,24,13.93
Andradina,2017,26,27.77
Andradina,2017,29,13.71
Andradina,2017,32,12.93
Andradina,2017,33,26.74
Andradina,2017,37,18.0
Andradina,2017,39,13.28
Andradina,2017,42,13.22
Andradina,2017,45,15.1
Andradina,2017,47,239.16
Andradina,2017,49,25.71
Andradina,2017,51,11.85
Andradina,2018,12,23.7
Andradina,2018,13,34.64
Andradina,2018,15,17.7
Andradina,2018,16,14.78
Andradina,2018,18,40.71
Andradina,2018,2,26.42
Andradina,2018,20,93.17999999999999
Andradina,2018,21,13.44
Andradina,2018,24,13.35
Andradina,2018,25,10.96
Andradina,2018,28,17.76
Andradina,2018,30,60.230000000000004
Andradina,2018,31,42.64
Andradina,2018,32,27.020000000000003
Andradina,2018,33,19.61
Andradina,2018,9,25.32
Andrelandia,2018,24,15.1
Andrelandia,2018,32,17.0
Andrelandia,2018,7,15.1
Andrelandia,2018,9,18.51
Andrequice,2018,20,16.14
Angatuba,2017,11,13.37
Angatuba,2017,16,18.49
Angatuba,2017,28,18.38
Angatuba,2017,30,14.93
Angatuba,2017,46,33.88
Angatuba,2017,51,12.37
Angatuba,2018,18,11.88
Angatuba,2018,21,16.85
Angatuba,2018,3,17.45
Angatuba,2018,31,12.85
Angatuba,2018,35,11.85
Angelica,2017,40,22.96
Angelina,2018,32,15.06
Angical do Piaui,2017,43,50.93
Angical do Piaui,2018,9,48.26
Angicos,2017,33,35.78
Angra dos Reis,2016,40,17.73
Angra dos Reis,2017,11,15.24
Angra dos Reis,2017,12,145.99
Angra dos Reis,2017,14,18.23
Angra dos Reis,2017,15,49.59
Angra dos Reis,2017,16,25.19
Angra dos Reis,2017,2,29.05
Angra dos Reis,2017,20,17.6
Angra dos Reis,2017,21,17.67
Angra dos Reis,2017,22,70.0
Angra dos Reis,2017,23,15.53
Angra dos Reis,2017,24,18.4
Angra dos Reis,2017,25,22.77
Angra dos Reis,2017,26,27.31
Angra dos Reis,2017,28,35.86
Angra dos Reis,2017,31,33.78
Angra dos Reis,2017,33,23.81
Angra dos Reis,2017,34,96.66
Angra dos Reis,2017,35,47.379999999999995
Angra dos Reis,2017,36,42.89
Angra dos Reis,2017,37,19.98
Angra dos Reis,2017,38,15.1
Angra dos Reis,2017,39,72.85
Angra dos Reis,2017,40,126.8
Angra dos Reis,2017,41,16.67
Angra dos Reis,2017,42,21.75
Angra dos Reis,2017,44,146.21
Angra dos Reis,2017,45,56.09
Angra dos Reis,2017,46,119.41000000000001
Angra dos Reis,2017,47,88.75
Angra dos Reis,2017,48,15.55
Angra dos Reis,2017,50,59.480000000000004
Angra dos Reis,2017,52,32.26
Angra dos Reis,2017,7,17.88
Angra dos Reis,2018,1,13.95
Angra dos Reis,2018,10,108.47000000000001
Angra dos Reis,2018,11,148.69
Angra dos Reis,2018,12,67.38
Angra dos Reis,2018,13,18.23
Angra dos Reis,2018,14,107.05
Angra dos Reis,2018,16,28.39
Angra dos Reis,2018,17,25.01
Angra dos Reis,2018,18,17.21
Angra dos Reis,2018,2,33.6
Angra dos Reis,2018,20,64.92
Angra dos Reis,2018,21,16.32
Angra dos Reis,2018,22,68.09
Angra dos Reis,2018,23,29.28
Angra dos Reis,2018,24,190.35999999999999
Angra dos Reis,2018,25,33.78
Angra dos Reis,2018,26,35.78
Angra dos Reis,2018,27,20.47
Angra dos Reis,2018,30,68.69999999999999
Angra dos Reis,2018,31,38.099999999999994
Angra dos Reis,2018,32,49.86
Angra dos Reis,2018,33,149.81
Angra dos Reis,2018,34,43.89
Angra dos Reis,2018,6,50.150000000000006
Angra dos Reis,2018,7,32.77
Angra dos Reis,2018,9,37.02
Anguera,2018,31,45.99
Angulo,2017,35,17.94
Angustura,2017,13,27.29
Anhandui,2018,29,14.23
Anhandui,2018,32,19.43
Anhembi,2017,30,13.19
Anhumas,2018,32,13.43
Anicuns,2017,44,20.08
Anicuns,2017,45,16.6
Anicuns,2018,10,20.15
Anicuns,2018,11,17.83
Anicuns,2018,19,0.0
Anicuns,2018,3,16.35
Anicuns,2018,31,16.6
Anicuns,2018,7,15.1
Anita Garibaldi,2017,44,15.1
Anita Garibaldi,2018,15,20.98
Anita Garibaldi,2018,24,15.1
Anita Garibaldi,2018,29,15.15
Anitapolis,2018,24,18.87
Anta,2017,45,16.8
Anta,2017,48,14.62
Anta Gorda,2017,46,27.1
Anta Gorda,2017,50,23.21
Anta Gorda,2018,24,15.1
Anta Gorda,2018,26,16.11
Anta Gorda,2018,27,23.13
Antas,2018,14,54.9
Antas,2018,33,16.79
Antonina,2017,14,21.13
Antonina,2017,47,32.75
Antonina,2018,13,32.86
Antonina,2018,14,21.28
Antonina,2018,16,70.49
Antonina,2018,23,18.02
Antonina,2018,24,16.17
Antonina,2018,29,17.84
Antonina,2018,6,15.7
Antonina do Norte,2017,34,53.78
Antonio Cardoso,2017,42,18.9
Antonio Carlos,2017,39,18.31
Antonio Carlos,2018,14,15.36
Antonio Carlos,2018,18,17.79
Antonio Carlos,2018,23,13.51
Antonio Carlos,2018,27,14.78
Antonio Carlos,2018,4,36.010000000000005
Antonio Goncalves,2017,48,16.79
Antonio Pereira,2017,36,15.1
Antonio Prado,2017,31,21.99
Antonio Prado,2017,33,10.95
Antonio Prado,2017,34,15.1
Antonio Prado,2017,41,21.91
Antonio Prado,2017,43,18.08
Antonio Prado,2018,17,32.02
Antonio Prado,2018,23,18.6
Antonio Prado,2018,29,15.1
Antonio Prado de Minas,2017,20,17.86
Antonio Prado de Minas,2017,49,18.49
Antonio Prado de Minas,2017,9,17.8
Antonio Prado de Minas,2018,22,10.96
Aparecida,2017,14,18.52
Aparecida,2017,24,13.86
Aparecida,2017,32,43.07
Aparecida,2017,35,40.25
Aparecida,2017,37,13.44
Aparecida,2017,39,50.57
Aparecida,2017,4,13.72
Aparecida,2017,41,13.44
Aparecida,2017,45,13.07
Aparecida,2017,48,11.85
Aparecida,2018,17,42.28
Aparecida,2018,19,45.11
Aparecida,2018,2,13.85
Aparecida,2018,25,23.39
Aparecida,2018,3,14.91
Aparecida,2018,31,14.0
Aparecida,2018,33,17.12
Aparecida,2018,5,11.85
Aparecida,2018,6,12.93
Aparecida,2018,8,16.61
Aparecida,2018,9,18.92
Aparecida de Goiania,2017,11,16.83
Aparecida de Goiania,2017,12,16.85
Aparecida de Goiania,2017,18,15.23
Aparecida de Goiania,2017,20,33.34
Aparecida de Goiania,2017,22,33.53
Aparecida de Goiania,2017,23,15.1
Aparecida de Goiania,2017,24,14.34
Aparecida de Goiania,2017,28,38.29
Aparecida de Goiania,2017,31,16.6
Aparecida de Goiania,2017,33,18.02
Aparecida de Goiania,2017,35,15.79
Aparecida de Goiania,2017,36,56.59
Aparecida de Goiania,2017,38,18.38
Aparecida de Goiania,2017,40,16.95
Aparecida de Goiania,2017,41,37.3
Aparecida de Goiania,2017,42,28.520000000000003
Aparecida de Goiania,2017,43,0.0
Aparecida de Goiania,2017,44,25.24
Aparecida de Goiania,2017,47,51.050000000000004
Aparecida de Goiania,2017,48,106.48000000000002
Aparecida de Goiania,2017,5,14.1
Aparecida de Goiania,2017,50,40.33
Aparecida de Goiania,2017,7,21.26
Aparecida de Goiania,2017,9,57.79
Aparecida de Goiania,2018,1,14.13
Aparecida de Goiania,2018,10,99.92999999999999
Aparecida de Goiania,2018,11,37.61
Aparecida de Goiania,2018,12,32.15
Aparecida de Goiania,2018,13,33.14
Aparecida de Goiania,2018,14,14.1
Aparecida de Goiania,2018,15,105.07000000000001
Aparecida de Goiania,2018,16,20.29
Aparecida de Goiania,2018,17,43.629999999999995
Aparecida de Goiania,2018,18,54.96
Aparecida de Goiania,2018,19,88.64
Aparecida de Goiania,2018,2,29.82
Aparecida de Goiania,2018,22,29.43
Aparecida de Goiania,2018,23,41.45
Aparecida de Goiania,2018,24,30.2
Aparecida de Goiania,2018,25,44.379999999999995
Aparecida de Goiania,2018,27,115.88
Aparecida de Goiania,2018,28,56.05
Aparecida de Goiania,2018,29,20.52
Aparecida de Goiania,2018,3,20.08
Aparecida de Goiania,2018,30,14.1
Aparecida de Goiania,2018,31,85.02
Aparecida de Goiania,2018,32,75.45
Aparecida de Goiania,2018,33,37.58
Aparecida de Goiania,2018,34,36.57
Aparecida de Goiania,2018,4,17.67
Aparecida de Goiania,2018,5,15.37
Aparecida de Goiania,2018,7,45.9
Aparecida de Goiania,2018,8,108.56
Aparecida de Goiania,2018,9,68.9
Aparecida de Minas,2017,23,26.1
Aparecida de Sao Manuel,2017,29,18.64
Aparecida do Rio Doce,2018,22,15.1
Aparecida do Rio Doce,2018,25,15.1
Aparecida do Rio Negro,2017,45,57.58
Aparecida do Taboado,2017,27,115.14
Aparecida do Taboado,2018,32,15.1
Aperibe,2017,17,22.96
Aperibe,2017,18,48.33
Aperibe,2017,20,30.91
Aperibe,2017,47,26.9
Aperibe,2018,10,20.07
Aperibe,2018,17,23.81
Apiaca,2017,12,15.58
Apiaca,2017,13,18.23
Apiaca,2017,28,17.74
Apiaca,2018,10,15.1
Apiaca,2018,19,228.87
Apiaca,2018,7,16.89
Apiacas,2018,19,24.9
Apiai,2017,15,18.8
Apiai,2017,17,15.98
Apiai,2017,32,18.0
Apiai,2017,43,53.34
Apiai,2018,1,18.22
Apiai,2018,10,34.06
Apiai,2018,11,7.29
Apiai,2018,12,20.99
Apiai,2018,23,11.85
Apiai,2018,25,11.85
Apiai,2018,31,49.32
Apiai,2018,33,14.11
Apiai,2018,6,18.74
Apiuna,2017,38,17.78
Apiuna,2017,42,16.11
Apiuna,2017,52,44.56
Apiuna,2018,20,74.21
Apiuna,2018,26,60.0
Apiuna,2018,6,14.52
Apodi,2017,27,35.9
Apodi,2017,51,43.67
Apodi,2018,33,34.56
Apodi,2018,5,35.95
Apora,2018,13,20.8
Apuarema,2017,6,34.39
Apuarema,2018,18,18.18
Apucarana,2017,10,16.01
Apucarana,2017,12,17.67
Apucarana,2017,19,26.14
Apucarana,2017,23,15.63
Apucarana,2017,25,1.13
Apucarana,2017,29,16.11
Apucarana,2017,32,14.52
Apucarana,2017,34,17.67
Apucarana,2017,36,24.96
Apucarana,2017,37,21.88
Apucarana,2017,38,21.39
Apucarana,2017,39,18.71
Apucarana,2017,41,51.49
Apucarana,2017,42,43.06
Apucarana,2017,46,8.27
Apucarana,2017,47,15.13
Apucarana,2017,48,40.0
Apucarana,2017,49,33.1
Apucarana,2017,6,22.06
Apucarana,2017,7,17.21
Apucarana,2018,1,16.11
Apucarana,2018,10,109.38
Apucarana,2018,11,22.29
Apucarana,2018,12,26.36
Apucarana,2018,14,51.86
Apucarana,2018,15,15.1
Apucarana,2018,17,45.92
Apucarana,2018,2,175.39
Apucarana,2018,21,18.23
Apucarana,2018,22,16.79
Apucarana,2018,24,15.1
Apucarana,2018,26,15.38
Apucarana,2018,27,22.29
Apucarana,2018,29,134.16000000000003
Apucarana,2018,3,17.6
Apucarana,2018,31,18.02
Apucarana,2018,32,16.45
Apucarana,2018,33,27.29
Apucarana,2018,5,267.76
Apucarana,2018,7,27.740000000000002
Apucarana,2018,8,7.87
Apuiares,2018,6,43.18
Aquidaba,2017,9,24.84
Aquidauana,2017,29,15.17
Aquidauana,2018,18,19.32
Aquidauana,2018,33,18.37
Aquidauana,2018,4,62.17
Aquidauana,2018,7,84.42
Aquiraz,2017,32,26.89
Aquiraz,2017,38,28.85
Aquiraz,2018,11,20.81
Aracaju,2017,10,27.95
Aracaju,2017,12,20.8
Aracaju,2017,13,61.94
Aracaju,2017,14,60.82
Aracaju,2017,15,37.97
Aracaju,2017,16,93.03
Aracaju,2017,17,109.63
Aracaju,2017,18,20.89
Aracaju,2017,19,72.58000000000001
Aracaju,2017,20,177.36
Aracaju,2017,21,50.980000000000004
Aracaju,2017,22,118.54
Aracaju,2017,23,24.84
Aracaju,2017,24,21.7
Aracaju,2017,25,77.91
Aracaju,2017,26,195.3
Aracaju,2017,27,67.35
Aracaju,2017,28,20.4
Aracaju,2017,31,101.50999999999999
Aracaju,2017,32,39.8
Aracaju,2017,33,24.77
Aracaju,2017,34,121.0
Aracaju,2017,35,67.2
Aracaju,2017,36,82.50999999999999
Aracaju,2017,37,103.5
Aracaju,2017,38,37.97
Aracaju,2017,4,29.9
Aracaju,2017,40,27.44
Aracaju,2017,41,131.76000000000002
Aracaju,2017,42,20.8
Aracaju,2017,43,17.63
Aracaju,2017,44,82.56
Aracaju,2017,45,31.98
Aracaju,2017,46,17.35
Aracaju,2017,47,269.55
Aracaju,2017,48,239.22000000000003
Aracaju,2017,49,95.97
Aracaju,2017,50,63.04
Aracaju,2017,52,67.05000000000001
Aracaju,2017,6,25.46
Aracaju,2017,9,29.76
Aracaju,2018,1,21.15
Aracaju,2018,10,37.94
Aracaju,2018,12,149.95999999999998
Aracaju,2018,13,159.28
Aracaju,2018,14,125.45000000000002
Aracaju,2018,15,166.11
Aracaju,2018,16,105.77
Aracaju,2018,17,101.75
Aracaju,2018,18,34.510000000000005
Aracaju,2018,19,223.01999999999998
Aracaju,2018,2,67.75
Aracaju,2018,20,57.7
Aracaju,2018,21,58.8
Aracaju,2018,22,105.91
Aracaju,2018,23,100.94
Aracaju,2018,24,152.86
Aracaju,2018,25,71.34
Aracaju,2018,26,156.94
Aracaju,2018,27,171.75
Aracaju,2018,28,162.49
Aracaju,2018,29,110.58
Aracaju,2018,3,185.07
Aracaju,2018,30,98.03
Aracaju,2018,31,106.55
Aracaju,2018,32,242.37
Aracaju,2018,33,185.06
Aracaju,2018,34,55.72
Aracaju,2018,4,79.99000000000001
Aracaju,2018,5,145.85
Aracaju,2018,6,66.02000000000001
Aracaju,2018,7,76.07000000000001
Aracaju,2018,8,296.96
Aracaju,2018,9,118.59
Aracariguama,2017,20,15.85
Aracariguama,2017,35,15.49
Aracariguama,2017,38,12.79
Aracariguama,2017,48,16.33
Aracariguama,2017,5,17.26
Aracariguama,2018,21,13.38
Aracariguama,2018,27,13.44
Aracariguama,2018,3,18.98
Aracariguama,2018,33,23.01
Aracariguama,2018,5,11.45
Aracariguama,2018,8,12.69
Aracariguama,2018,9,38.19
Aracas,2017,42,26.33
Aracati,2017,29,48.59
Aracati,2017,30,25.68
Aracati,2017,33,24.93
Aracati,2017,38,26.96
Aracati,2017,40,26.89
Aracati,2017,47,24.84
Aracati,2017,49,24.84
Aracati,2017,51,15.1
Aracati,2018,1,74.28
Aracati,2018,11,37.16
Aracati,2018,14,25.63
Aracati,2018,17,58.56999999999999
Aracati,2018,18,130.53
Aracati,2018,2,28.81
Aracati,2018,22,25.63
Aracati,2018,31,97.93
Aracati,2018,32,29.8
Aracati,2018,4,34.51
Aracatu,2017,44,16.89
Aracatu,2018,8,35.53
Aracatuba,2017,11,14.91
Aracatuba,2017,12,28.46
Aracatuba,2017,13,16.06
Aracatuba,2017,15,20.25
Aracatuba,2017,16,27.71
Aracatuba,2017,19,45.2
Aracatuba,2017,22,13.18
Aracatuba,2017,23,16.89
Aracatuba,2017,24,43.44
Aracatuba,2017,25,19.8
Aracatuba,2017,26,19.939999999999998
Aracatuba,2017,28,21.92
Aracatuba,2017,29,11.06
Aracatuba,2017,34,43.67
Aracatuba,2017,35,13.37
Aracatuba,2017,37,8.8
Aracatuba,2017,38,88.37
Aracatuba,2017,39,48.0
Aracatuba,2017,40,61.83
Aracatuba,2017,41,23.94
Aracatuba,2017,44,28.14
Aracatuba,2017,45,55.629999999999995
Aracatuba,2017,46,66.77
Aracatuba,2017,47,61.22
Aracatuba,2017,48,90.0
Aracatuba,2017,49,24.61
Aracatuba,2017,50,42.76
Aracatuba,2017,51,93.56
Aracatuba,2017,52,39.31
Aracatuba,2017,6,23.880000000000003
Aracatuba,2017,9,31.96
Aracatuba,2018,1,48.2
Aracatuba,2018,10,105.66999999999999
Aracatuba,2018,11,32.59
Aracatuba,2018,12,94.73
Aracatuba,2018,13,33.629999999999995
Aracatuba,2018,14,27.57
Aracatuba,2018,16,71.31
Aracatuba,2018,17,14.97
Aracatuba,2018,18,25.44
Aracatuba,2018,19,15.1
Aracatuba,2018,2,30.970000000000002
Aracatuba,2018,20,82.49
Aracatuba,2018,21,14.58
Aracatuba,2018,22,58.76
Aracatuba,2018,24,16.26
Aracatuba,2018,26,64.71
Aracatuba,2018,27,13.52
Aracatuba,2018,28,51.16
Aracatuba,2018,29,77.53
Aracatuba,2018,3,65.22
Aracatuba,2018,30,39.089999999999996
Aracatuba,2018,31,18.62
Aracatuba,2018,32,65.55
Aracatuba,2018,34,13.18
Aracatuba,2018,35,11.85
Aracatuba,2018,5,26.4
Aracatuba,2018,7,129.16
Aracatuba,2018,8,12.48
Aracatuba,2018,9,100.69
Arace,2017,42,17.19
Arace,2017,44,17.6
Arace,2017,6,18.99
Araci,2017,20,23.4
Araci,2017,36,27.97
Araci,2017,49,19.76
Araci,2017,51,22.28
Araci,2018,11,21.36
Araci,2018,28,9.32
Araci,2018,5,20.8
Araci,2018,8,20.8
Aracoiaba,2017,11,22.01
Aracoiaba,2017,19,28.96
Aracoiaba,2017,41,25.18
Aracoiaba,2017,46,40.5
Aracoiaba da Serra,2017,10,12.72
Aracoiaba da Serra,2017,29,10.96
Aracoiaba da Serra,2017,33,14.87
Aracoiaba da Serra,2017,40,11.85
Aracoiaba da Serra,2017,44,12.79
Aracoiaba da Serra,2017,7,45.1
Aracoiaba da Serra,2018,11,13.69
Aracoiaba da Serra,2018,13,13.92
Aracoiaba da Serra,2018,16,33.5
Aracoiaba da Serra,2018,29,15.74
Aracoiaba da Serra,2018,33,0.0
Aracoiaba da Serra,2018,34,10.96
Aracruz,2017,23,16.11
Aracruz,2017,32,15.1
Aracruz,2017,36,15.1
Aracruz,2017,42,23.61
Aracruz,2017,43,15.28
Aracruz,2017,6,16.11
Aracruz,2017,8,45.120000000000005
Aracruz,2018,14,33.19
Aracruz,2018,15,42.04
Aracruz,2018,16,44.98
Aracruz,2018,19,26.63
Aracruz,2018,2,15.23
Aracruz,2018,21,41.09
Aracruz,2018,23,49.87
Aracruz,2018,24,35.08
Aracruz,2018,25,23.99
Aracruz,2018,29,20.16
Aracruz,2018,3,18.34
Aracruz,2018,30,19.0
Aracruz,2018,33,15.1
Aracruz,2018,4,36.18
Aracruz,2018,5,16.13
Aracruz,2018,7,18.23
Aracuai,2017,17,16.43
Aracuai,2017,21,15.42
Aracuai,2017,25,79.86
Aracuai,2017,34,0.02
Aracuai,2017,48,26.87
Aracuai,2017,49,12.48
Aracuai,2018,25,50.92
Aracuai,2018,28,20.75
Aracuai,2018,31,15.41
Aracuai,2018,33,33.69
Aracuai,2018,5,15.1
Aragarcas,2017,12,17.45
Aragarcas,2017,26,18.02
Aragarcas,2017,50,22.06
Aragarcas,2018,14,57.58
Aragarcas,2018,15,16.08
Aragarcas,2018,26,23.6
Aragarcas,2018,35,27.15
Aragarcas,2018,7,38.25
Aragoiania,2017,35,0.0
Araguacu,2017,22,37.24
Araguaina,2017,11,37.81
Araguaina,2017,13,54.48
Araguaina,2017,17,39.39
Araguaina,2017,28,34.15
Araguaina,2017,31,53.72
Araguaina,2017,40,25.63
Araguaina,2017,45,42.1
Araguaina,2017,46,26.29
Araguaina,2017,50,37.22
Araguaina,2017,51,38.08
