customer_city,order_purchase_date,Total_sales
RIO DE JANEIRO,2018-03-17,2198.06
RIO DE JANEIRO,2018-03-18,1804.92
RIO DE JANEIRO,2018-03-19,2722.7799999999997
RIO DE JANEIRO,2018-03-20,3804.1299999999997
RIO DE JANEIRO,2018-03-21,2547.0699999999997
RIO DE JANEIRO,2018-03-22,3228.87
RIO DE JANEIRO,2018-03-23,2236.77
RIO DE JANEIRO,2018-03-24,1336.47
RIO DE JANEIRO,2018-03-25,5009.24
RIO DE JANEIRO,2018-03-26,4040.83
RIO DE JANEIRO,2018-03-27,4683.27
RIO DE JANEIRO,2018-03-28,3670.3300000000004
RIO DE JANEIRO,2018-03-29,2380.8199999999997
RIO DE JANEIRO,2018-03-30,1978.4900000000002
RIO DE JANEIRO,2018-03-31,906.3
RIO DE JANEIRO,2018-04-01,2647.83
RIO DE JANEIRO,2018-04-02,2845.6800000000003
RIO DE JANEIRO,2018-04-03,3472.8799999999997
RIO DE JANEIRO,2018-04-04,2854.8900000000003
RIO DE JANEIRO,2018-04-05,3757.8999999999996
RIO DE JANEIRO,2018-04-06,1179.51
RIO DE JANEIRO,2018-04-07,2967.96
RIO DE JANEIRO,2018-04-08,2890.9500000000003
RIO DE JANEIRO,2018-04-09,1452.1200000000001
RIO DE JANEIRO,2018-04-10,3330.26
RIO DE JANEIRO,2018-04-11,1784.46
RIO DE JANEIRO,2018-04-12,2551.49
RIO DE JANEIRO,2018-04-13,4345.81
RIO DE JANEIRO,2018-04-14,1743.03
RIO DE JANEIRO,2018-04-15,1504.0299999999997
RIO DE JANEIRO,2018-04-16,3321.14
RIO DE JANEIRO,2018-04-17,2891.16
RIO DE JANEIRO,2018-04-18,2871.9799999999996
RIO DE JANEIRO,2018-04-19,8058.87
RIO DE JANEIRO,2018-04-20,2212.9300000000003
RIO DE JANEIRO,2018-04-21,2633.49
RIO DE JANEIRO,2018-04-22,1025.84
RIO DE JANEIRO,2018-04-23,1810.17
RIO DE JANEIRO,2018-04-24,4421.73
RIO DE JANEIRO,2018-04-25,3327.8299999999995
RIO DE JANEIRO,2018-04-26,7263.510000000001
RIO DE JANEIRO,2018-04-27,3125.94
RIO DE JANEIRO,2018-04-28,2448.89
RIO DE JANEIRO,2018-04-29,1429.43
RIO DE JANEIRO,2018-04-30,2482.46
RIO DE JANEIRO,2018-05-01,1935.98
RIO DE JANEIRO,2018-05-02,1496.9299999999998
RIO DE JANEIRO,2018-05-03,3138.5299999999997
RIO DE JANEIRO,2018-05-04,2464.39
RIO DE JANEIRO,2018-05-05,736.98
RIO DE JANEIRO,2018-05-06,2057.77
RIO DE JANEIRO,2018-05-07,3185.95
RIO DE JANEIRO,2018-05-08,3526.8999999999996
RIO DE JANEIRO,2018-05-09,2513.85
RIO DE JANEIRO,2018-05-10,2330.94
RIO DE JANEIRO,2018-05-11,4014.08
RIO DE JANEIRO,2018-05-12,2990.5
RIO DE JANEIRO,2018-05-13,1899.9300000000003
RIO DE JANEIRO,2018-05-14,7880.7699999999995
RIO DE JANEIRO,2018-05-15,3452.2599999999998
RIO DE JANEIRO,2018-05-16,3639.65
RIO DE JANEIRO,2018-05-17,4204.52
RIO DE JANEIRO,2018-05-18,5069.09
RIO DE JANEIRO,2018-05-19,1846.18
RIO DE JANEIRO,2018-05-20,3076.44
RIO DE JANEIRO,2018-05-21,1669.0700000000002
RIO DE JANEIRO,2018-05-22,2537.58
RIO DE JANEIRO,2018-05-23,1920.27
RIO DE JANEIRO,2018-05-24,1258.5900000000001
RIO DE JANEIRO,2018-05-25,1956.79
RIO DE JANEIRO,2018-05-26,864.8399999999999
RIO DE JANEIRO,2018-05-27,466.2
RIO DE JANEIRO,2018-05-28,2578.16
RIO DE JANEIRO,2018-05-29,953.6200000000001
RIO DE JANEIRO,2018-05-30,645.15
RIO DE JANEIRO,2018-05-31,2444.6299999999997
RIO DE JANEIRO,2018-06-01,2618.29
RIO DE JANEIRO,2018-06-02,929.53
RIO DE JANEIRO,2018-06-03,3338.74
RIO DE JANEIRO,2018-06-04,2192.04
RIO DE JANEIRO,2018-06-05,2640.5199999999995
RIO DE JANEIRO,2018-06-06,2702.45
RIO DE JANEIRO,2018-06-07,2630.9
RIO DE JANEIRO,2018-06-08,1897.55
RIO DE JANEIRO,2018-06-09,750.0699999999999
RIO DE JANEIRO,2018-06-10,1905.11
RIO DE JANEIRO,2018-06-11,4670.5
RIO DE JANEIRO,2018-06-12,3704.5499999999997
RIO DE JANEIRO,2018-06-13,1871.13
RIO DE JANEIRO,2018-06-14,3365.8100000000004
RIO DE JANEIRO,2018-06-15,1766.65
RIO DE JANEIRO,2018-06-16,1829.7999999999997
RIO DE JANEIRO,2018-06-17,2831.65
RIO DE JANEIRO,2018-06-18,3567.5299999999997
RIO DE JANEIRO,2018-06-19,1612.24
RIO DE JANEIRO,2018-06-20,1931.87
RIO DE JANEIRO,2018-06-21,5505.280000000001
RIO DE JANEIRO,2018-06-22,1544.84
RIO DE JANEIRO,2018-06-23,1351.8
RIO DE JANEIRO,2018-06-24,1764.3600000000001
RIO DE JANEIRO,2018-06-25,4143.379999999999
RIO DE JANEIRO,2018-06-26,4708.37
RIO DE JANEIRO,2018-06-27,2181.08
RIO DE JANEIRO,2018-06-28,2962.81
RIO DE JANEIRO,2018-06-29,2455.3900000000003
RIO DE JANEIRO,2018-06-30,1133.5800000000002
RIO DE JANEIRO,2018-07-01,1423.33
RIO DE JANEIRO,2018-07-02,2585.3399999999997
RIO DE JANEIRO,2018-07-03,3713.89
RIO DE JANEIRO,2018-07-04,2970.3
RIO DE JANEIRO,2018-07-05,1255.29
RIO DE JANEIRO,2018-07-06,663.37
RIO DE JANEIRO,2018-07-07,1494.38
RIO DE JANEIRO,2018-07-08,1108.8799999999999
RIO DE JANEIRO,2018-07-09,1868.9099999999999
RIO DE JANEIRO,2018-07-10,1393.72
RIO DE JANEIRO,2018-07-11,757.88
RIO DE JANEIRO,2018-07-12,935.96
RIO DE JANEIRO,2018-07-13,1375.6899999999998
RIO DE JANEIRO,2018-07-14,2017.7800000000002
RIO DE JANEIRO,2018-07-15,1749.3600000000001
RIO DE JANEIRO,2018-07-16,2202.98
RIO DE JANEIRO,2018-07-17,2607.96
RIO DE JANEIRO,2018-07-18,4778.36
RIO DE JANEIRO,2018-07-19,1234.6999999999998
RIO DE JANEIRO,2018-07-20,7353.790000000001
RIO DE JANEIRO,2018-07-21,1658.76
RIO DE JANEIRO,2018-07-22,3172.6200000000003
RIO DE JANEIRO,2018-07-23,4410.15
RIO DE JANEIRO,2018-07-24,4218.42
RIO DE JANEIRO,2018-07-25,2721.44
RIO DE JANEIRO,2018-07-26,2992.26
RIO DE JANEIRO,2018-07-27,2207.61
RIO DE JANEIRO,2018-07-28,2423.69
RIO DE JANEIRO,2018-07-29,2119.9399999999996
RIO DE JANEIRO,2018-07-30,2611.6299999999997
RIO DE JANEIRO,2018-07-31,3610.3900000000003
RIO DE JANEIRO,2018-08-01,1853.0500000000002
RIO DE JANEIRO,2018-08-02,6387.93
RIO DE JANEIRO,2018-08-03,5165.33
RIO DE JANEIRO,2018-08-04,3752.1
RIO DE JANEIRO,2018-08-05,2949.3500000000004
RIO DE JANEIRO,2018-08-06,7700.92
RIO DE JANEIRO,2018-08-07,2641.6000000000004
RIO DE JANEIRO,2018-08-08,6173.910000000001
RIO DE JANEIRO,2018-08-09,10078.59
RIO DE JANEIRO,2018-08-10,3851.2400000000002
RIO DE JANEIRO,2018-08-11,1862.84
RIO DE JANEIRO,2018-08-12,2606.54
RIO DE JANEIRO,2018-08-13,4164.62
RIO DE JANEIRO,2018-08-14,2354.6400000000003
RIO DE JANEIRO,2018-08-15,3918.73
RIO DE JANEIRO,2018-08-16,4604.879999999999
RIO DE JANEIRO,2018-08-17,4280.48
RIO DE JANEIRO,2018-08-18,1966.0
RIO DE JANEIRO,2018-08-19,1016.46
RIO DE JANEIRO,2018-08-20,3140.6100000000006
RIO DE JANEIRO,2018-08-21,1948.6
RIO DE JANEIRO,2018-08-22,4215.96
RIO DE JANEIRO,2018-08-23,1373.12
RIO DE JANEIRO,2018-08-24,448.5400000000001
RIO DE JANEIRO,2018-08-25,1513.5800000000002
RIO DE JANEIRO,2018-08-26,4042.66
RIO DE JANEIRO,2018-08-27,680.78
RIO DE JANEIRO,2018-08-28,749.7
RIO DE JANEIRO,2018-09-06,466.27
RIO DE JANEIRO,2018-09-12,127.43
RIO DE JANEIRO,2018-09-17,87.64
RIO DE JANEIRO,2018-10-16,24.23
Rafael Jambeiro,2017-02-19,118.93
Rafard,2017-03-23,29.509999999999998
Rafard,2017-07-10,90.99
Rafard,2017-12-24,359.96999999999997
Rafard,2018-03-28,25.83
Rafard,2018-04-06,189.07
Rainha do Mar,2018-06-16,82.03
Rancharia,2017-05-09,217.64
Rancharia,2017-05-10,251.86
Rancharia,2017-05-26,31.75
Rancharia,2017-06-18,30.0
Rancharia,2017-08-11,74.21000000000001
Rancharia,2017-08-21,1048.7
Rancharia,2017-10-06,147.9
Rancharia,2017-12-18,195.0
Rancharia,2018-01-02,31.75
Rancharia,2018-01-17,42.78
Rancharia,2018-03-01,58.589999999999996
Rancharia,2018-03-08,43.31
Rancharia,2018-04-20,77.94999999999999
Rancharia,2018-04-21,83.06
Rancharia,2018-04-28,47.7
Rancharia,2018-05-25,77.57
Rancharia,2018-06-15,106.16000000000001
Rancharia,2018-06-23,157.74
Rancharia,2018-07-10,117.89
Rancharia,2018-08-04,25.84
Rancho Alegre,2018-04-10,138.74
Rancho Alegre d'Oeste,2018-01-27,149.29
Rancho Queimado,2018-06-11,192.39000000000001
Raposa,2017-10-27,49.57
Raposa,2017-12-14,655.8
Raposo,2017-07-13,91.28999999999999
Raposo,2017-11-26,91.28999999999999
Raposo,2018-03-13,91.28999999999999
Raposo,2018-03-21,376.96999999999997
Raposo,2018-03-26,91.28999999999999
Raposos,2017-02-17,28.0
Raposos,2017-03-14,61.050000000000004
Raposos,2017-06-11,37.32
Raposos,2017-07-07,28.0
Raposos,2017-07-27,339.79
Raposos,2017-10-08,1229.4
Raposos,2017-11-06,89.78
Raposos,2017-11-24,39.78
Raposos,2018-02-11,24.09
Raposos,2018-03-04,181.55
Raul Soares,2017-05-17,71.85
Raul Soares,2017-06-06,96.8
Raul Soares,2017-08-15,173.51
Raul Soares,2017-11-10,135.51
Raul Soares,2018-01-24,113.44
Raul Soares,2018-04-24,113.77
Raul Soares,2018-05-05,141.82
Raul Soares,2018-06-14,35.089999999999996
Raul Soares,2018-07-22,113.44
Raul Soares,2018-08-05,96.8
Raul Soares,2018-08-13,33.1
Raul Soares,2018-08-14,44.1
Ravena,2017-03-03,103.42
Ravena,2017-09-14,86.72999999999999
Ravena,2018-08-18,147.06
Realeza,2017-05-12,42.379999999999995
Realeza,2017-10-08,80.89
Realeza,2017-10-20,363.73999999999995
Realeza,2017-11-22,79.65
Realeza,2017-12-23,125.02
Realeza,2018-03-07,136.04000000000002
Realeza,2018-03-27,80.80000000000001
Realeza,2018-04-27,228.62
Realeza,2018-05-24,166.51
Reboucas,2017-03-18,47.95
Reboucas,2017-10-25,65.1
Reboucas,2018-02-01,127.92
Rechan,2017-06-28,163.69
Rechan,2017-10-22,158.68
Recife,2016-10-04,349.96000000000004
Recife,2016-10-09,147.0
Recife,2017-01-20,290.42
Recife,2017-01-27,579.86
Recife,2017-01-29,348.15999999999997
Recife,2017-01-31,205.83
Recife,2017-02-05,270.28000000000003
Recife,2017-02-06,3831.1800000000003
Recife,2017-02-07,157.84
Recife,2017-02-11,113.18
Recife,2017-02-21,57.53
Recife,2017-02-22,33.68
Recife,2017-02-25,32.88
Recife,2017-03-01,288.39
Recife,2017-03-02,381.88
Recife,2017-03-03,60.620000000000005
Recife,2017-03-04,274.72
Recife,2017-03-06,63.22
Recife,2017-03-08,77.6
Recife,2017-03-10,254.57999999999998
Recife,2017-03-13,255.96
Recife,2017-03-16,74.38
Recife,2017-03-22,351.37
Recife,2017-03-25,171.79000000000002
Recife,2017-03-26,46.629999999999995
Recife,2017-03-29,77.72
Recife,2017-03-31,34.04
Recife,2017-04-02,97.88
Recife,2017-04-03,116.07
Recife,2017-04-05,435.07
Recife,2017-04-09,89.94
Recife,2017-04-11,130.8
Recife,2017-04-16,189.68
Recife,2017-04-18,209.51000000000002
Recife,2017-04-22,94.22
Recife,2017-04-23,125.23
Recife,2017-04-24,367.11
Recife,2017-04-25,115.91000000000001
Recife,2017-04-27,234.64000000000001
Recife,2017-04-29,69.9
Recife,2017-05-02,37.62
Recife,2017-05-03,338.71999999999997
Recife,2017-05-07,115.81
Recife,2017-05-12,147.85
Recife,2017-05-15,115.44999999999999
Recife,2017-05-16,685.8100000000001
Recife,2017-05-20,67.53
Recife,2017-05-21,270.84000000000003
Recife,2017-05-22,393.98
Recife,2017-05-23,33.730000000000004
Recife,2017-05-24,226.23
Recife,2017-05-25,270.01
Recife,2017-05-27,445.2
Recife,2017-05-28,63.379999999999995
Recife,2017-05-30,1129.57
Recife,2017-05-31,215.6
Recife,2017-06-04,36.45
Recife,2017-06-05,38.33
Recife,2017-06-07,178.39000000000001
Recife,2017-06-08,113.7
Recife,2017-06-09,67.62
Recife,2017-06-11,107.0
Recife,2017-06-12,53.89
Recife,2017-06-18,157.51
Recife,2017-06-20,49.23
Recife,2017-06-23,613.94
Recife,2017-06-27,127.53
Recife,2017-06-28,104.11999999999999
Recife,2017-07-02,123.99000000000001
Recife,2017-07-04,588.1600000000001
Recife,2017-07-06,33.03
Recife,2017-07-15,110.03999999999999
Recife,2017-07-16,322.79999999999995
Recife,2017-07-18,203.5
Recife,2017-07-19,478.78999999999996
Recife,2017-07-21,72.88
Recife,2017-07-23,37.74
Recife,2017-07-24,55.629999999999995
Recife,2017-07-27,248.32
Recife,2017-07-30,216.76000000000002
Recife,2017-07-31,97.9
Recife,2017-08-01,489.04
Recife,2017-08-03,91.39
Recife,2017-08-05,424.41999999999996
Recife,2017-08-10,1371.25
Recife,2017-08-11,197.38
Recife,2017-08-12,474.53
Recife,2017-08-14,80.44
Recife,2017-08-15,115.81
Recife,2017-08-16,112.25
Recife,2017-08-18,618.51
Recife,2017-08-19,72.65
Recife,2017-08-20,349.99
Recife,2017-08-21,283.34000000000003
Recife,2017-08-23,136.11
Recife,2017-08-28,81.81
Recife,2017-08-30,355.65999999999997
Recife,2017-08-31,302.38
Recife,2017-09-01,294.8
Recife,2017-09-02,109.16
Recife,2017-09-10,227.93
Recife,2017-09-11,290.42
Recife,2017-09-12,308.65
Recife,2017-09-14,78.09
Recife,2017-09-15,129.53
Recife,2017-09-20,338.51
Recife,2017-09-22,178.0
Recife,2017-09-24,411.91
Recife,2017-09-27,94.82000000000001
Recife,2017-09-28,346.37
Recife,2017-09-30,100.7
Recife,2017-10-02,149.9
Recife,2017-10-03,387.69
Recife,2017-10-04,109.16
Recife,2017-10-05,151.62
Recife,2017-10-06,116.0
Recife,2017-10-08,37.62
Recife,2017-10-09,64.18
Recife,2017-10-12,93.69
Recife,2017-10-13,696.13
Recife,2017-10-14,660.95
Recife,2017-10-17,131.17000000000002
Recife,2017-10-18,674.04
Recife,2017-10-19,175.36
Recife,2017-10-20,261.07
Recife,2017-10-22,254.76
Recife,2017-10-23,173.76
Recife,2017-10-24,103.50999999999999
Recife,2017-10-25,141.02
Recife,2017-10-26,507.38
Recife,2017-10-27,487.55
Recife,2017-10-28,943.73
Recife,2017-11-02,46.629999999999995
Recife,2017-11-04,143.24
Recife,2017-11-06,41.05
Recife,2017-11-07,57.3
Recife,2017-11-08,126.13
Recife,2017-11-14,57.29
Recife,2017-11-15,79.01
Recife,2017-11-16,115.05
Recife,2017-11-18,166.22
Recife,2017-11-19,119.74
Recife,2017-11-20,257.96
Recife,2017-11-21,48.21
Recife,2017-11-22,170.41
Recife,2017-11-23,490.61
Recife,2017-11-24,1372.85
Recife,2017-11-25,402.27000000000004
Recife,2017-11-27,331.28999999999996
Recife,2017-11-28,987.21
Recife,2017-11-29,1478.32
Recife,2017-11-30,1217.6100000000001
Recife,2017-12-01,54.75
Recife,2017-12-03,154.07
Recife,2017-12-04,720.98
Recife,2017-12-05,1025.37
Recife,2017-12-06,247.44
Recife,2017-12-07,259.82
Recife,2017-12-08,68.25
Recife,2017-12-11,637.2
Recife,2017-12-12,1926.5800000000002
Recife,2017-12-13,60.120000000000005
Recife,2017-12-17,328.07
Recife,2017-12-18,568.5
Recife,2017-12-19,409.23
Recife,2017-12-20,64.23
Recife,2017-12-21,476.4
Recife,2017-12-25,153.9
Recife,2017-12-26,825.78
Recife,2017-12-27,248.96
Recife,2017-12-28,581.1
Recife,2017-12-31,237.46
Recife,2018-01-02,430.06
Recife,2018-01-03,309.4
Recife,2018-01-04,745.1600000000001
Recife,2018-01-05,1851.23
Recife,2018-01-06,241.26
Recife,2018-01-07,186.12
Recife,2018-01-09,75.28
Recife,2018-01-11,138.15
Recife,2018-01-12,31.9
Recife,2018-01-13,161.08999999999997
Recife,2018-01-15,109.2
Recife,2018-01-16,275.35
Recife,2018-01-18,268.33
Recife,2018-01-19,129.28
Recife,2018-01-20,247.19
Recife,2018-01-21,493.91999999999996
Recife,2018-01-22,212.73000000000002
Recife,2018-01-23,67.62
Recife,2018-01-24,96.45
Recife,2018-01-25,174.68
Recife,2018-01-26,661.36
Recife,2018-01-29,380.0
Recife,2018-01-30,45.53
Recife,2018-01-31,268.65999999999997
Recife,2018-02-01,128.32999999999998
Recife,2018-02-02,378.61
Recife,2018-02-03,79.8
Recife,2018-02-05,1381.31
Recife,2018-02-07,475.63000000000005
Recife,2018-02-08,68.25
Recife,2018-02-09,300.78
Recife,2018-02-10,599.22
Recife,2018-02-12,538.78
Recife,2018-02-14,950.61
Recife,2018-02-16,56.86
Recife,2018-02-17,194.34
Recife,2018-02-19,417.34000000000003
Recife,2018-02-20,63.230000000000004
Recife,2018-02-21,404.01
Recife,2018-02-23,321.62
Recife,2018-02-24,78.28999999999999
Recife,2018-02-25,1994.23
Recife,2018-02-26,658.8299999999999
Recife,2018-02-27,458.46
Recife,2018-03-02,560.46
Recife,2018-03-03,62.629999999999995
Recife,2018-03-04,65.62
Recife,2018-03-05,70.71000000000001
Recife,2018-03-06,335.46000000000004
Recife,2018-03-07,241.25
Recife,2018-03-09,482.19
Recife,2018-03-12,148.15
Recife,2018-03-13,231.22
Recife,2018-03-14,129.29999999999998
Recife,2018-03-15,176.35
Recife,2018-03-16,237.54000000000002
Recife,2018-03-17,81.05
Recife,2018-03-18,176.2
Recife,2018-03-19,199.0
Recife,2018-03-20,769.9599999999999
Recife,2018-03-21,538.98
Recife,2018-03-22,649.24
Recife,2018-03-23,153.36
Recife,2018-03-25,247.10000000000002
Recife,2018-03-26,234.74
Recife,2018-03-28,174.68
Recife,2018-03-29,46.629999999999995
Recife,2018-03-31,68.65
Recife,2018-04-01,109.92
Recife,2018-04-02,189.63
Recife,2018-04-03,827.91
Recife,2018-04-05,92.97
Recife,2018-04-09,1485.3600000000001
Recife,2018-04-10,53.89
Recife,2018-04-11,284.43
Recife,2018-04-12,357.62
Recife,2018-04-15,95.58
Recife,2018-04-16,342.69
Recife,2018-04-18,37.53
Recife,2018-04-22,366.65
Recife,2018-04-23,123.39
Recife,2018-04-24,190.71
Recife,2018-04-25,69.9
Recife,2018-04-26,383.77
Recife,2018-04-27,251.91000000000003
Recife,2018-04-28,37.32
Recife,2018-04-29,97.57
Recife,2018-05-01,39.53
Recife,2018-05-02,254.57
Recife,2018-05-03,669.1400000000001
Recife,2018-05-04,263.86
Recife,2018-05-05,610.79
Recife,2018-05-06,410.29
Recife,2018-05-07,503.92999999999995
Recife,2018-05-08,139.01
Recife,2018-05-10,174.04
Recife,2018-05-11,143.49
Recife,2018-05-12,197.5
Recife,2018-05-13,329.95000000000005
Recife,2018-05-14,491.75
Recife,2018-05-15,159.84
Recife,2018-05-16,85.53999999999999
Recife,2018-05-17,104.73
Recife,2018-05-18,385.0
Recife,2018-05-19,56.08
Recife,2018-05-21,239.77
Recife,2018-05-27,487.26
Recife,2018-05-28,60.94
Recife,2018-05-31,86.61
Recife,2018-06-01,133.4
Recife,2018-06-03,57.129999999999995
Recife,2018-06-04,269.32
Recife,2018-06-05,193.0
Recife,2018-06-06,136.14000000000001
Recife,2018-06-07,93.48
Recife,2018-06-08,53.35
Recife,2018-06-09,224.76
Recife,2018-06-10,398.33
Recife,2018-06-11,347.13
Recife,2018-06-12,320.68
Recife,2018-06-13,244.0
Recife,2018-06-14,194.97
Recife,2018-06-15,307.5
Recife,2018-06-16,99.9
Recife,2018-06-17,698.5699999999999
Recife,2018-06-20,57.86
Recife,2018-06-21,600.3499999999999
Recife,2018-06-22,67.62
Recife,2018-06-24,140.22
Recife,2018-06-25,50.519999999999996
Recife,2018-06-26,253.64
Recife,2018-06-28,100.86000000000001
Recife,2018-06-29,168.37
Recife,2018-06-30,173.98000000000002
Recife,2018-07-01,1579.66
Recife,2018-07-02,425.0
Recife,2018-07-03,137.67
Recife,2018-07-04,145.35
Recife,2018-07-05,274.03000000000003
Recife,2018-07-06,193.23000000000002
Recife,2018-07-07,167.25
Recife,2018-07-09,281.71
Recife,2018-07-13,82.66
Recife,2018-07-15,199.71
Recife,2018-07-16,171.79000000000002
Recife,2018-07-17,34.04
Recife,2018-07-18,407.27000000000004
Recife,2018-07-19,2541.6200000000003
Recife,2018-07-20,219.52
Recife,2018-07-21,43.53
Recife,2018-07-24,2051.3
Recife,2018-07-25,262.99
Recife,2018-07-26,1232.7900000000002
Recife,2018-07-27,405.71
Recife,2018-07-29,92.32
Recife,2018-07-30,131.61
Recife,2018-07-31,447.54999999999995
Recife,2018-08-01,263.21000000000004
Recife,2018-08-04,217.74
Recife,2018-08-05,83.84
Recife,2018-08-06,935.74
Recife,2018-08-07,998.04
Recife,2018-08-08,76.19
Recife,2018-08-09,1068.24
Recife,2018-08-10,103.38
Recife,2018-08-11,80.28999999999999
Recife,2018-08-13,1127.42
Recife,2018-08-14,233.95
Recife,2018-08-16,202.7
Recife,2018-08-17,366.48
Recife,2018-08-18,357.42
Recife,2018-08-19,513.5
Recife,2018-08-20,456.32
Recife,2018-08-21,35.879999999999995
Recife,2018-08-22,192.5
Recife,2018-08-23,898.5
Recife,2018-08-24,122.49000000000001
Recife,2018-09-03,97.22999999999999
Recreio,2017-11-24,75.16
Recreio,2018-01-12,237.94
Recreio,2018-02-15,87.58
Recreio,2018-03-27,167.28
Redencao,2017-03-30,46.12
Redencao,2017-05-15,125.23
Redencao,2017-05-22,190.54000000000002
Redencao,2017-08-04,82.58
Redencao,2017-08-10,43.83
Redencao,2017-10-06,128.10000000000002
Redencao,2017-11-09,165.25
Redencao,2017-11-12,136.69
Redencao,2017-11-24,720.98
Redencao,2017-12-06,86.43
Redencao,2018-02-03,159.74
Redencao,2018-02-06,219.23
Redencao,2018-05-05,413.34999999999997
Redencao,2018-07-15,189.42000000000002
Redentora,2017-05-10,179.83
Redentora,2017-06-27,50.0
Redentora,2017-09-09,117.94
Redentora,2018-01-04,219.51
Reduto,2017-02-06,49.4
Reduto,2017-06-07,93.63
Regeneracao,2017-09-17,124.95
Regeneracao,2018-07-16,128.89000000000001
Regeneracao,2018-08-15,103.28
Regente Feijo,2017-06-05,88.08000000000001
Regente Feijo,2017-08-02,738.6
Regente Feijo,2017-08-19,136.54
Regente Feijo,2017-09-20,102.64
Regente Feijo,2017-12-17,204.33
Regente Feijo,2018-01-06,111.85
Regente Feijo,2018-02-28,61.589999999999996
Regente Feijo,2018-05-01,55.04
Regente Feijo,2018-05-14,29.409999999999997
Regente Feijo,2018-05-17,174.74
Regente Feijo,2018-06-16,77.57
Regente Feijo,2018-07-02,57.79
Regente Feijo,2018-07-29,157.13
Regente Feijo,2018-08-08,635.82
Reginopolis,2017-01-19,1333.25
Reginopolis,2018-05-03,104.92999999999999
Registro,2017-02-15,81.89
Registro,2017-02-25,327.9
Registro,2017-03-13,72.42
Registro,2017-03-16,97.08
Registro,2017-04-06,61.69
Registro,2017-07-27,109.3
Registro,2017-08-02,166.58
Registro,2017-08-15,160.54
Registro,2017-08-18,63.37
Registro,2017-10-13,124.53
Registro,2017-10-15,55.0
Registro,2017-10-18,309.51
Registro,2017-10-31,101.21
Registro,2017-11-11,26.25
Registro,2017-12-04,35.839999999999996
Registro,2017-12-07,184.17000000000002
Registro,2017-12-19,89.17
Registro,2017-12-20,550.0
Registro,2018-01-16,381.73
Registro,2018-01-31,242.35999999999999
Registro,2018-02-09,187.47
Registro,2018-02-13,33.37
Registro,2018-02-23,87.18
Registro,2018-02-26,67.94
Registro,2018-03-05,61.79
Registro,2018-03-08,122.69999999999999
Registro,2018-03-14,149.65
Registro,2018-04-07,67.0
Registro,2018-04-25,24.96
Registro,2018-05-02,34.69
Registro,2018-05-09,189.79999999999998
Registro,2018-05-11,130.57
Registro,2018-05-20,89.74
Registro,2018-06-17,94.64
Registro,2018-07-09,136.45999999999998
Registro,2018-07-18,104.4
Registro,2018-07-22,204.99
Registro,2018-07-23,130.57
Registro,2018-08-07,447.91
Registro,2018-08-11,46.18
Registro,2018-08-18,207.51999999999998
Remanso,2017-05-13,53.82
Remanso,2018-02-05,98.46000000000001
Remanso,2018-05-16,116.26
Renascenca,2017-09-20,108.10000000000001
Renascenca,2017-12-04,60.5
Renascenca,2018-04-27,48.69
Reriutaba,2017-03-11,70.53
Reriutaba,2017-09-27,75.62
Reriutaba,2018-01-06,102.84
Reriutaba,2018-03-01,452.29
Reriutaba,2018-07-10,201.17
Resende,2017-02-12,637.6
Resende,2017-02-19,85.92
Resende,2017-02-28,95.21000000000001
Resende,2017-03-10,152.58
Resende,2017-03-11,201.84
Resende,2017-03-16,205.85
Resende,2017-03-19,510.69
Resende,2017-04-03,90.88000000000001
Resende,2017-04-11,61.11
Resende,2017-04-14,120.32
Resende,2017-04-17,134.47
Resende,2017-05-14,128.31
Resende,2017-05-21,115.33000000000001
Resende,2017-05-25,40.92
Resende,2017-05-31,198.96
Resende,2017-06-05,104.78999999999999
Resende,2017-06-08,116.36000000000001
Resende,2017-06-11,84.04
Resende,2017-06-13,50.09
Resende,2017-06-14,839.4
Resende,2017-07-01,77.28
Resende,2017-07-29,73.12
Resende,2017-08-02,86.15
Resende,2017-08-08,140.99
Resende,2017-08-17,226.2
Resende,2017-08-26,295.4
Resende,2017-08-29,165.94
Resende,2017-08-31,190.37
Resende,2017-09-05,114.34
Resende,2017-09-08,111.49000000000001
Resende,2017-09-11,76.36
Resende,2017-09-12,61.33
Resende,2017-09-15,86.73
Resende,2017-09-26,115.33000000000001
Resende,2017-10-02,242.12
Resende,2017-10-04,121.09
Resende,2017-10-13,28.0
Resende,2017-10-27,263.94
Resende,2017-10-28,57.16
Resende,2017-10-30,69.53999999999999
Resende,2017-11-02,168.36
Resende,2017-11-14,234.75
Resende,2017-11-24,99.9
Resende,2017-11-27,58.370000000000005
Resende,2017-11-29,1017.69
Resende,2017-12-01,47.6
Resende,2017-12-03,182.14000000000001
Resende,2017-12-04,35.69
Resende,2017-12-05,117.39
Resende,2017-12-06,89.07
Resende,2017-12-08,77.27000000000001
Resende,2017-12-12,160.96
Resende,2017-12-13,255.87
Resende,2017-12-18,200.77
Resende,2017-12-19,117.9
Resende,2017-12-22,77.16
Resende,2017-12-23,81.89
Resende,2017-12-24,58.1
Resende,2017-12-28,225.23
Resende,2018-01-03,257.44
Resende,2018-01-08,96.22
Resende,2018-01-09,97.81
Resende,2018-01-11,31.92
Resende,2018-01-12,191.67000000000002
Resende,2018-01-19,54.07
Resende,2018-01-26,153.2
Resende,2018-01-28,254.05
Resende,2018-01-29,308.27
Resende,2018-01-31,37.1
Resende,2018-02-09,35.339999999999996
Resende,2018-02-19,236.74
